student_id,institution,program_id,country_home,country_host,cohort_year,subject_field,study_level,study_mode,gender,age,marital_status,language_proficiency,teaching_style_difference,cultural_distance,support_program,participates_in_buddy_program,participates_in_language_course,works_while_studying,work_hours_per_week,scholarship_status,entry_gpa,gpa_sem1,gpa_sem2,gpa_prev,credits_attempted_sem1,credits_earned_sem1,credits_attempted_sem2,credits_earned_sem2,failed_courses_sem1,failed_courses_sem2,attendance_rate,mean_weekly_engagement,std_weekly_engagement,low_engagement_weeks,engagement_trend,avg_assignment_score,avg_exam_score,late_submission_rate,missing_assignments_count,final_gpa_sem3_or_year,success_label,risk_level
SYN0234,Latvia_Uni_B,PRG_506,China,Latvia,2018,Business,Bachelor,Full-time,Female,22,Married,3,0.5527118566295303,0.75,Mentoring,0,0,1,20,None,5.197795560745029,3.0408862214547123,3.064377756338336,3.447333015211753,30,18,30,18,2,2,0.3659116036889716,0.5106037659112419,0.13217458670442545,1,-0.00416735261141099,47.762398729788416,30.15630713759078,0.6112232417013272,11,3.41245565501313,0,Medium
SYN0235,Latvia_Uni_A,PRG_868,Nigeria,Latvia,2022,Computer Science,Bachelor,Full-time,Female,20,Married,3,0.7312902271553768,0.75,None,1,0,1,10,Full,3.5643162826310015,1.8202995710980585,2.372895695989866,2.4690713115441376,30,18,30,18,2,2,0.5273588935868675,0.48230941945926054,0.10174669395914515,1,-0.0008515624986713495,47.68271429038367,25.130855559381725,0.4185590155836956,9,1.5080952216846732,0,Medium
SYN0236,Latvia_Uni_B,PRG_913,Nigeria,Latvia,2022,Medicine,Master,Full-time,Female,28,Single,2,0.6469367070581179,0.3,None,1,0,1,20,Partial,7.516224617178184,1.4371020034959938,2.8187692608053587,1.785821621279517,30,18,30,18,2,2,0.3387902328011376,0.45674290970244397,0.12325030334139281,2,0.0007481401816047727,50.907542509598926,53.303028517577374,0.4734372170407468,10,1.8913526288617966,0,Medium
SYN0237,Latvia_Uni_B,PRG_712,Nigeria,Latvia,2020,Business,Bachelor,Full-time,Male,23,Married,3,0.13191370107750888,0.9,None,0,0,0,0,None,7.4914591888120405,4.726021956182165,6.140322033385268,6.299216916883606,30,18,30,19,2,2,0.7127302696540797,0.774041267206386,0.11315949935563357,0,-0.0009198895775651854,79.63725630175631,82.88722663293984,0.3050108418745435,6,5.888935121700431,1,Medium
SYN0238,Latvia_Uni_B,PRG_504,China,Latvia,2021,Medicine,Bachelor,Full-time,Male,21,Single,4,0.5902339672835903,0.6,None,0,0,0,0,None,5.885585670966782,4.748263672258417,5.351178713685277,4.928428070979079,30,18,30,18,2,2,0.6886451642233702,0.6327823569275471,0.09599191562080525,0,-0.0004141060750472149,63.99750488890043,50.93567976792923,0.3143437903324761,4,5.0748713210006375,0,Medium
SYN0239,Latvia_Uni_C,PRG_445,India,Latvia,2018,Medicine,Bachelor,Full-time,Female,30,Married,4,0.3837675627457706,0.9,None,1,1,0,0,Full,1.6831798249587315,3.441196191092299,4.1020098073378115,3.642224929415649,30,18,30,18,2,2,0.7447462097399297,0.6768096122068192,0.09563835738604248,0,-0.0019516855481778717,47.04866913883355,51.419893481649645,0.47600586637604203,8,3.691092631229447,1,Medium
SYN0240,Latvia_Uni_C,PRG_721,Nigeria,Latvia,2022,Business,Bachelor,Full-time,Female,21,Married,2,0.729538027793646,0.3,Mentoring,0,0,0,0,None,6.0913289747571815,4.0185270885388835,5.093486016589729,4.904717182235025,30,18,30,18,2,2,0.535065972545242,0.46710349508015175,0.10655625796132753,1,-0.0021123399391102878,49.759453797148765,53.26763173723102,0.22223316289928893,5,4.142689633684188,0,Medium
SYN0241,Latvia_Uni_A,PRG_519,India,Latvia,2021,Engineering,Master,Full-time,Male,27,Married,3,0.16489460555829083,0.6,Mentoring,0,0,1,25,None,6.8338801967741265,3.9406472893562112,4.512613524887732,4.7876962474721605,30,18,30,18,2,2,0.5675718072555345,0.6535321526079227,0.14261034637873046,0,-0.0019619782774541643,49.26361128158924,74.62318349137071,0.4171412682871505,7,4.899984296628688,0,Medium
SYN0242,Latvia_Uni_A,PRG_281,Kenya,Latvia,2022,Business,Bachelor,Full-time,Male,19,Married,4,0.5874127328755889,0.3,None,1,0,0,0,Full,5.188837513462965,4.259771580481257,4.454017690612342,3.7454386104916573,30,18,30,18,2,2,0.615356493626319,0.5720102333993821,0.11147458727536112,0,-0.0005925249595535775,59.3892029688554,72.30724986424846,0.3004351077985248,5,4.181212283549981,0,Medium
SYN0243,Latvia_Uni_C,PRG_924,Bangladesh,Latvia,2022,Computer Science,PhD,Full-time,Male,22,Single,4,0.5103375330376986,0.75,Mentoring,1,1,0,0,Partial,3.503407720913808,4.681630964549747,5.100793530208974,5.604121618279822,30,18,30,18,2,2,0.7481948965661968,0.7089441401407921,0.11756178895898278,0,-0.0010653378511072235,63.13091739265707,50.68886912014878,0.46761042625693594,10,5.169454821034292,1,Low
SYN0244,Latvia_Uni_B,PRG_100,Nigeria,Latvia,2018,Computer Science,Bachelor,Full-time,Male,25,Married,3,0.8957520768721301,0.6,Mentoring,0,0,1,20,None,3.0945251328944523,2.339685483418629,3.438556650115945,2.7668644989650564,30,18,30,18,2,2,0.43154149454427626,0.4998387164057773,0.12482075259583847,3,-0.0016078021076920493,54.81394408854521,44.99267828557466,0.3404446333164539,5,3.2178521197881134,0,Medium
SYN0245,Latvia_Uni_A,PRG_930,Nigeria,Latvia,2018,Computer Science,Bachelor,Full-time,Female,23,Single,4,0.37278924926673856,0.9,Mentoring,0,0,0,0,Partial,3.6586568207910095,5.3951738860498795,6.432272674567547,5.238973203653433,30,18,30,18,2,2,0.6427791001649711,0.6711826445732532,0.10164718046393326,0,0.0016634381305476675,68.48335623630113,58.840492130897466,0.3868762378791751,9,6.006527636253522,0,Medium
SYN0246,Latvia_Uni_C,PRG_666,Indonesia,Latvia,2022,Engineering,Master,Full-time,Male,24,Single,5,0.5923499284526986,0.9,Mentoring,0,0,0,0,Full,5.981887150094559,5.581937872656506,6.771241843817345,6.149624901007846,30,18,30,18,2,2,0.7122843752224396,0.6504876699871217,0.1041762626808804,0,-0.0011366457664281882,69.56873183666042,43.73050114644201,0.6143331344910969,10,6.101438934177903,1,Low
SYN0247,Latvia_Uni_C,PRG_470,Pakistan,Latvia,2019,Engineering,Bachelor,Full-time,Male,22,Single,2,0.8134887387540912,0.75,Mentoring,0,1,1,18,Full,6.790271918845008,3.4396805386019746,4.091042252227433,3.4098671915720744,30,18,30,18,2,2,0.3662861494607888,0.5991374973199883,0.12824395476665976,0,-0.00013501023738266482,62.21809217339022,82.59804415864306,0.4951447769188283,7,3.545479934047076,0,Medium
SYN0248,Latvia_Uni_C,PRG_760,Vietnam,Latvia,2022,Business,Master,Full-time,Male,18,Married,3,0.2836923148937184,0.75,StudySkills,1,0,1,18,None,5.0323938841794735,3.4077196824659692,5.006927445876351,4.208615980367398,30,18,30,18,2,2,0.42277558751790356,0.5419412031855799,0.131010980884894,0,0.0011411692059103708,58.367811013619836,47.17855748628399,0.34542858629558665,9,4.349784343503121,1,Medium
SYN0249,Latvia_Uni_B,PRG_530,Pakistan,Latvia,2022,Engineering,Master,Full-time,Male,29,Single,3,0.2394030542350202,0.75,Mentoring,0,0,0,0,None,3.1682756486655976,5.405302794275268,6.609798596225103,5.615270285946978,30,18,30,19,2,2,0.7857232324171342,0.7411955313163661,0.10620278392957053,0,-0.0021790443070162126,66.4661038342315,69.81304276304537,0.41300120450713185,5,6.221011583738088,1,Low
SYN0250,Latvia_Uni_C,PRG_408,India,Latvia,2020,Engineering,Bachelor,Full-time,Male,22,Single,4,0.5319071253350737,0.75,None,0,0,1,15,None,6.14544879988361,4.135323811160852,5.683688640510647,5.010325135075938,30,18,30,18,2,2,0.6847810489294566,0.8236021114530122,0.12125530424900022,0,0.0013850412396053755,82.37440825415096,67.21066885139336,0.5691434400703765,14,5.24563507026979,1,Medium
SYN0251,Latvia_Uni_C,PRG_236,India,Latvia,2020,Computer Science,Bachelor,Full-time,Male,25,Single,2,0.5594573431171659,0.6,Mentoring,0,0,1,25,Partial,5.402637645329951,2.5730125576368046,3.756862484140129,3.23421567467525,30,18,30,18,2,2,0.3636381034976726,0.6098104198933556,0.11365654995393314,0,0.0009518981499266968,67.31395164536808,61.20805410215464,0.40064119876382853,8,2.902833783358639,0,Medium
SYN0252,Latvia_Uni_C,PRG_301,Nigeria,Latvia,2020,Engineering,Bachelor,Full-time,Male,26,Single,2,0.6081810274652809,0.75,None,0,1,0,0,Partial,3.9264307541649757,3.5929207895092876,4.584582648797946,4.568247024123217,30,18,30,18,2,2,0.7668297233086135,0.737231816842024,0.09560861554560174,0,-0.0002789895471682711,52.382639830454586,64.83715110733819,0.5760481354536942,10,3.954545769593896,1,Medium
SYN0253,Latvia_Uni_C,PRG_535,India,Latvia,2019,Medicine,Bachelor,Full-time,Female,25,Single,3,0.3785347460471695,0.9,None,0,0,1,15,None,5.41271353810232,4.005696170444485,4.3327500723470616,3.4465462504067927,30,18,30,18,2,2,0.6061065274657165,0.7940966715016177,0.09221456042890168,0,-0.0005587580744581442,53.907884985278365,61.90455811795478,0.5475520141842894,8,3.6210464062972822,0,Medium
SYN0254,Latvia_Uni_A,PRG_412,Nigeria,Latvia,2019,Computer Science,Bachelor,Full-time,Male,21,Married,5,0.5741473273367463,0.6,Mentoring,1,0,1,25,Partial,6.0718060781475724,5.2497497523853,4.6811107884392555,4.869687089544644,30,18,30,18,2,2,0.5623356883703612,0.7232085522762406,0.10911807948883416,0,-0.0014209217244946367,67.23919376368178,70.65289861280468,0.3135366902730544,9,5.09164448834674,0,Medium
SYN0255,Latvia_Uni_A,PRG_216,China,Latvia,2022,Computer Science,Bachelor,Full-time,Male,28,Married,4,0.11253303586246101,0.9,StudySkills,0,0,1,15,Partial,4.281985191109426,3.7643787752877182,5.247375670932185,4.170877336475463,30,18,30,18,2,2,0.6124288377713903,0.6451659309740183,0.10233788557373154,0,-0.0012649190135518565,66.27804559413241,56.87929297981833,0.267037143216054,3,4.256625904791791,1,Medium
SYN0256,Latvia_Uni_C,PRG_765,Nigeria,Latvia,2020,Computer Science,Bachelor,Full-time,Female,25,Single,4,0.4770062252228657,0.3,None,0,0,1,25,Partial,5.8356323418077425,2.299045492751585,3.22452658335777,3.20137999882747,30,18,30,18,2,2,0.6129214857768497,0.6882995547240114,0.1296413795697015,0,0.0015213546496464165,73.09121371197821,71.91724235005687,0.3883530704968833,8,3.0866923420066112,1,Medium
SYN0257,Latvia_Uni_B,PRG_902,Bangladesh,Latvia,2019,Computer Science,Master,Full-time,Female,24,Married,4,0.7115576498874402,0.6,StudySkills,0,0,0,0,Full,5.9092556703128984,5.269919979150627,5.536000657301489,5.516351035582616,30,18,30,18,2,2,0.6906645195557741,0.5986628382501258,0.10194774363955608,0,0.0019710265662429035,45.745508878632954,60.7912212163041,0.45473284860257907,8,5.0592784301333795,0,Medium
SYN0258,Latvia_Uni_A,PRG_674,Bangladesh,Latvia,2018,Engineering,Master,Full-time,Female,24,Married,2,0.5765265867039367,0.3,None,1,1,1,18,Partial,7.180631964615754,3.0266663121853203,3.2319415696469402,3.900832833464381,30,18,30,18,2,2,0.5184918426808935,0.6574354937306922,0.1399023447590182,0,-0.0011113194585600922,75.4372447563757,54.72821864044318,0.25770719338812775,6,3.189783127279951,1,Medium
SYN0259,Latvia_Uni_C,PRG_343,Nigeria,Latvia,2022,Computer Science,Master,Full-time,Male,29,Single,5,0.6127113948068883,0.3,None,0,0,0,0,None,4.200073488406661,4.548499583825994,5.859166098815568,5.021417416073793,30,18,30,18,2,2,0.7146215181749789,0.7348299905203152,0.11107088810584399,0,-0.0042308043570656395,66.54184286361037,56.46690166556601,0.2792505224459716,6,5.278222086132406,1,Low
SYN0260,Latvia_Uni_A,PRG_636,Pakistan,Latvia,2021,Medicine,Bachelor,Full-time,Male,21,Married,4,0.19802783527011936,0.9,StudySkills,0,0,0,0,Partial,7.644491449617545,5.20065671883507,7.576605031033581,6.026262330568889,30,18,30,20,2,2,0.5312788891941054,0.5925700019799106,0.09283659081126429,0,-0.003639476763361352,64.60109830380348,79.6624928232288,0.44628046753958495,7,5.779628520972297,0,Medium
SYN0261,Latvia_Uni_A,PRG_701,China,Latvia,2022,Business,Bachelor,Full-time,Male,25,Married,3,0.9058152005983786,0.9,Mentoring,0,1,0,0,Partial,8.270492695546494,5.778693926277153,7.547365075765959,6.740608577418533,30,18,30,18,2,2,0.6556994697970686,0.7338650009539702,0.10074304294965729,0,-0.0034314581404013144,78.79429912521398,66.97297258760737,0.5312439596154542,9,7.228053691328713,1,Medium
SYN0262,Latvia_Uni_B,PRG_174,Vietnam,Latvia,2021,Engineering,PhD,Full-time,Male,22,Single,4,0.20947722616391398,0.75,StudySkills,0,0,1,15,None,8.65300630898928,6.524738225631683,7.428916970484661,7.616620052872845,30,20,30,22,2,1,0.833686498978953,0.9299835256434377,0.07199828078929947,0,0.0019450530829048529,81.72736799736198,93.52921992806868,0.31229982738996387,5,7.565962824002411,1,Low
SYN0263,Latvia_Uni_C,PRG_905,India,Latvia,2020,Mathematics,Master,Full-time,Male,18,Single,4,0.2838236111751135,0.9,StudySkills,1,0,1,15,Partial,6.564760601659257,4.4409647856045655,5.687246690214426,5.511387055216765,30,18,30,19,2,2,0.47934880166060406,0.7234330026812089,0.12233687619330416,0,-0.0014152472692496108,59.59499376756027,70.98113973872198,0.149917247566843,3,5.658555608710468,0,Medium
SYN0264,Latvia_Uni_C,PRG_485,Indonesia,Latvia,2021,Engineering,PhD,Full-time,Female,18,Married,4,0.2447659008611487,0.6,StudySkills,0,0,0,0,None,5.761924767292358,6.222991845758043,6.421888513577324,5.41928625323454,30,19,30,19,2,2,0.47898086933910755,0.49099554439916626,0.1270503515018394,1,-0.00011650168743410918,57.55624985052722,65.57952461488244,0.3136956989999436,6,6.19180760746884,0,Medium
SYN0265,Latvia_Uni_B,PRG_309,Kenya,Latvia,2020,Engineering,Bachelor,Full-time,Male,20,Single,2,0.6211567555324046,0.3,None,1,1,1,10,None,4.149049571398878,2.119932479841351,1.8835731670632445,1.6568193887119829,30,18,30,18,2,2,0.5636504146159599,0.47584198468696726,0.10336327161227402,0,0.0004154678143150471,62.761086442640476,20.23942174168641,0.48046766122087065,9,1.3019720556891348,0,Medium
SYN0266,Latvia_Uni_B,PRG_574,China,Latvia,2018,Mathematics,Master,Full-time,Male,21,Single,5,0.220569024740762,0.75,None,1,0,1,10,None,7.887449218021644,4.473338382153305,5.585927823158996,5.165851010674494,30,18,30,18,2,2,0.5363117685057531,0.73948800635309,0.10141036474788552,0,-0.0009901834756744006,76.77388060441018,73.6660384585292,0.4183119343791428,6,5.4213309974146435,1,Medium
SYN0267,Latvia_Uni_C,PRG_517,India,Latvia,2021,Computer Science,Master,Full-time,Female,31,Single,5,0.3415003636072107,0.9,StudySkills,1,0,1,20,Full,4.228995542066154,4.77255944320589,4.400798633863068,4.263423137936289,30,18,30,18,2,2,0.6272634066031855,0.619299035947154,0.11531744326458206,0,0.0014998447764025663,51.77386690859849,77.25706737081167,0.2106766816590364,7,4.675562315059646,1,Medium
SYN0268,Latvia_Uni_C,PRG_446,Nigeria,Latvia,2022,Mathematics,Bachelor,Full-time,Male,26,Single,3,0.4096122251749547,0.3,Mentoring,0,0,0,0,Partial,6.443855944860103,6.633405159816858,8.360810657216128,7.205898095741939,30,18,30,19,2,2,0.7149219190231443,0.8672599887104806,0.0873419666354998,0,0.0002876691668193028,72.90073382309572,68.18979970173993,0.45253902493449083,9,7.279909183231803,1,Medium
SYN0269,Latvia_Uni_B,PRG_628,India,Latvia,2020,Computer Science,Bachelor,Full-time,Female,26,Married,2,0.3339439749429872,0.9,Mentoring,0,0,1,18,None,6.3935876285696995,3.9542927113466613,4.426689615127318,4.278401983532491,30,18,30,18,2,2,0.4450216985290017,0.6400702806760132,0.12924052613556347,0,-0.001979418873350842,85.70771420909142,84.15941750307168,0.45531129914414104,6,4.090151221941621,1,Medium
SYN0270,Latvia_Uni_A,PRG_739,India,Latvia,2022,Engineering,Master,Full-time,Female,21,Single,2,0.48502422875298173,0.75,None,0,0,1,15,Full,6.031371977929103,3.327087945897557,3.992460779713586,3.059266932695836,30,18,30,18,2,2,0.7484147834087662,0.8229439601379835,0.10462336361875674,0,0.0007530017657322921,64.20620125166751,64.96733151354692,0.3667547086498305,8,3.6539278032656712,1,Low
SYN0271,Latvia_Uni_A,PRG_975,Kenya,Latvia,2019,Computer Science,Bachelor,Full-time,Female,24,Single,5,0.5041447835354596,0.9,None,0,0,0,0,Partial,6.743372323869962,6.569270381854611,6.095536826328065,6.304557139010445,30,18,30,18,2,2,0.6334160472966988,0.8258834743154566,0.0852442417301252,0,-0.000703050526968165,78.68789115174202,68.63272950708067,0.5041957394593974,8,5.845734782378784,1,Low
SYN0272,Latvia_Uni_B,PRG_862,Nigeria,Latvia,2020,Medicine,Bachelor,Full-time,Female,32,Single,4,0.6420558850829718,0.6,Mentoring,1,0,0,0,Partial,4.735275348416569,4.468940096711829,5.305642997816116,5.35104371069699,30,18,30,18,2,2,0.6287983996135755,0.5731606319737138,0.1211179810533247,0,0.001414125680071323,61.45544666716639,47.261486145351114,0.3420605687280427,7,5.348522893561719,0,Medium
SYN0273,Latvia_Uni_A,PRG_278,Kenya,Latvia,2021,Medicine,Master,Full-time,Male,19,Single,3,0.22144857340950813,0.6,None,1,0,1,25,None,3.54653676154273,2.725581655233739,1.873468166308025,1.8996054846545634,30,18,30,18,2,2,0.5562628820101754,0.6396099712687777,0.09463511888440038,0,0.0001378184744537848,58.4618114886056,39.10480408553375,0.39922902137282235,9,1.9462938031614665,0,High
SYN0274,Latvia_Uni_B,PRG_281,Vietnam,Latvia,2020,Medicine,PhD,Full-time,Male,25,Single,3,0.6372677599781302,0.75,None,1,1,1,15,None,4.447857811028893,3.125869920146289,3.5915652749691764,3.479993744968668,30,18,30,18,2,2,0.65418189504257,0.7556085508121364,0.1080441347404305,0,-1.033014399081525e-05,62.07934659886975,61.73069281893351,0.345950674418526,8,3.4565231445592004,1,Medium
SYN0275,Latvia_Uni_A,PRG_763,Nigeria,Latvia,2022,Engineering,Bachelor,Full-time,Female,29,Single,3,0.5913315687951869,0.75,None,0,0,1,25,Partial,4.049679681521124,0.7306677468100937,2.7790914804711093,1.9395689495218025,30,18,30,18,2,2,0.6076548576232139,0.6739461235383819,0.10956450763283981,0,-0.00033567968610646984,63.52030821168689,60.86443852580342,0.3405510795352513,6,1.888736693239404,0,High
SYN0276,Latvia_Uni_A,PRG_124,Nigeria,Latvia,2018,Engineering,Bachelor,Full-time,Female,27,Married,4,0.18075905022399302,0.6,None,0,0,0,0,Partial,2.6589564862554607,2.548712930761293,3.795875268898665,3.3668466349539767,30,18,30,18,2,2,0.666040092911867,0.4882824249945804,0.111100727506882,0,-0.0014210289727754472,38.53210144198053,62.84617398450273,0.2676458887470399,1,2.844201498065429,1,Medium
SYN0277,Latvia_Uni_C,PRG_279,India,Latvia,2020,Computer Science,Bachelor,Full-time,Male,30,Single,3,0.0364695172893453,0.9,StudySkills,0,0,1,18,Partial,4.410051287782528,4.318383926277348,4.31327265947339,3.485898830066189,30,18,30,18,2,2,0.406185605661459,0.507322428096739,0.14664406823809062,3,-0.00017672794936933754,56.52037720266587,59.12833061777148,0.5503587957868399,11,3.49919207620682,0,Medium
SYN0278,Latvia_Uni_C,PRG_809,Bangladesh,Latvia,2021,Engineering,Master,Full-time,Female,24,Single,5,0.6018151511957991,0.9,Mentoring,1,0,0,0,Partial,6.602086611060264,7.430813910803099,8.633230127377962,8.480182436837378,30,19,30,21,2,1,0.9547768853745044,0.9487540158308598,0.06376884543571634,0,-0.0030390752258331478,93.78257715723842,90.34332370991288,0.46069783915081175,8,8.286221558482369,1,Low
SYN0279,Latvia_Uni_A,PRG_600,China,Latvia,2019,Mathematics,Bachelor,Full-time,Male,26,Single,4,0.07417860031370065,0.3,None,0,0,0,0,Partial,5.24696632161735,6.409536241823917,6.566440625336227,5.647736992654496,30,18,30,19,2,2,0.7071179057989816,0.7970045867658131,0.10890625409557915,0,0.0005873695126580885,65.31976426095802,56.915875782924,0.33462850923584436,5,6.136628941329175,1,Low
SYN0280,Latvia_Uni_A,PRG_955,Indonesia,Latvia,2018,Engineering,PhD,Full-time,Female,24,Single,4,0.3832887767034623,0.3,None,0,0,1,20,None,3.550819389714973,0.9421702656975668,1.698432026725977,0.5219177411719731,30,18,30,18,2,2,0.4434897427553205,0.34854983589203803,0.1271900205022776,14,-0.0017679503358318212,40.537884613630844,35.71066712094118,0.27605974816243584,6,1.0849571882721019,0,Medium
SYN0281,Latvia_Uni_C,PRG_260,Pakistan,Latvia,2019,Business,Bachelor,Full-time,Male,25,Single,3,0.038674951249634874,0.6,Mentoring,0,0,0,0,Partial,5.199615362350931,4.144128440514622,5.151124661552231,4.540590108905953,30,18,30,18,2,2,0.6229937751972714,0.5673018688494166,0.1118506317495337,0,0.000949838440794712,70.44354321748813,51.53223795316947,0.3875933162091581,10,4.300468875209366,0,Medium
SYN0282,Latvia_Uni_C,PRG_276,Nigeria,Latvia,2020,Business,Bachelor,Full-time,Male,20,Single,2,0.8624038699309428,0.6,None,1,0,1,25,None,5.37530419157999,0.5,1.5220271898736208,1.5418042603495437,30,18,30,18,2,2,0.3,0.4144711464265932,0.1198207179774919,4,-0.001109592475197488,27.939933294557168,42.38516995904589,0.4603141704185605,7,1.4860867614952649,0,High
SYN0283,Latvia_Uni_C,PRG_384,India,Latvia,2022,Engineering,Master,Full-time,Female,26,Married,3,0.8065043929427974,0.75,StudySkills,1,0,1,15,None,3.783761707263993,3.604563217964933,4.568682733245002,3.5750043777768927,30,18,30,18,2,2,0.4569096129289818,0.5854299190190118,0.09052383248290792,0,-0.0002609732632680985,73.3249340654189,50.9557165024072,0.48845708524916576,8,4.245645012247748,0,High
SYN0284,Latvia_Uni_B,PRG_162,Pakistan,Latvia,2022,Medicine,Master,Full-time,Male,25,Single,3,0.43310203884389387,0.3,StudySkills,1,0,1,10,None,6.016768377214753,3.1444991789411825,3.6269417856202724,3.7296617276999715,30,18,30,18,2,2,0.40279357428144535,0.4542744771333114,0.11309554854328109,4,-0.004778557254014015,58.18667915106629,58.69381541192682,0.5508299833950223,11,3.4403760837877977,1,Medium
SYN0285,Latvia_Uni_A,PRG_761,Bangladesh,Latvia,2021,Computer Science,Bachelor,Full-time,Male,24,Married,3,0.2510774243739479,0.75,StudySkills,1,0,1,25,Partial,5.8716453399442505,3.9375933726385792,5.181449265064157,4.6972704669987255,30,18,30,18,2,2,0.4601687307737296,0.7149303169973135,0.12439032328909373,0,-0.00027497427273122626,78.68039796110557,94.27135914312872,0.35812109206191634,8,4.267906302218244,0,Medium
SYN0286,Latvia_Uni_C,PRG_765,India,Latvia,2022,Computer Science,Bachelor,Full-time,Male,30,Single,5,0.31814391723514746,0.75,Mentoring,0,0,0,0,Full,5.6423478457533776,4.507532356904252,5.568326148716602,5.721342244632702,30,18,30,18,2,2,0.464109087905492,0.38286824659979046,0.1078705938626626,10,0.0013054982156344979,54.25033283110295,53.852358720756015,0.4886079389918052,8,5.141551721200825,1,Medium
SYN0287,Latvia_Uni_A,PRG_255,China,Latvia,2018,Computer Science,PhD,Full-time,Female,23,Married,3,0.19249883490639283,0.6,None,0,0,0,0,None,5.405209110338338,5.202060497399296,6.365792334678254,5.742409250391641,30,18,30,18,2,2,0.7240119348885801,0.7985870939284396,0.09630823321686402,0,-0.0014924429326808987,69.05355826921387,60.42403575548177,0.3754535750384018,7,5.854707111591521,1,Medium
SYN0288,Latvia_Uni_B,PRG_981,Bangladesh,Latvia,2022,Medicine,Bachelor,Full-time,Female,28,Single,2,0.782255521466691,0.75,Mentoring,0,1,1,20,None,4.039003367826435,2.271935987993335,2.724638194312672,2.917832580250317,30,18,30,18,2,2,0.45924801262250703,0.5132895937569,0.15286486584785952,0,-0.00043714315487292213,49.36211756685204,52.03645911482885,0.11109713379959546,2,2.8004487205623776,0,Medium
SYN0289,Latvia_Uni_B,PRG_568,India,Latvia,2021,Engineering,PhD,Full-time,Female,28,Married,2,0.4792505289658985,0.6,None,0,1,0,0,None,6.175794320679984,3.11229939547528,5.177735567913574,5.0906991497515115,30,18,30,18,2,2,0.7844446155604922,0.7926759778611457,0.09286427166378021,0,-0.001010018022067885,70.55081333963138,55.278897593519616,0.38238453314756726,4,5.10874461103624,0,Medium
SYN0290,Latvia_Uni_C,PRG_148,Vietnam,Latvia,2020,Engineering,Bachelor,Full-time,Female,26,Single,3,0.8691932258827149,0.3,None,1,0,0,0,Full,5.376122502744593,2.780492832185912,3.795921815016454,3.740059636227154,30,18,30,18,2,2,0.5483071939697166,0.5540349414056585,0.09828870489127076,0,-0.0005737677913960242,56.47570843280294,54.95245291483449,0.3962997892613848,8,3.715914798692964,0,High
SYN0291,Latvia_Uni_B,PRG_948,China,Latvia,2020,Engineering,Master,Full-time,Female,20,Single,5,0.40625699535967447,0.75,None,0,0,1,20,Partial,6.087704154503192,2.751739939491098,3.732653210034709,3.310354388106483,30,18,30,18,2,2,0.6483931818148285,0.7360415361002349,0.12412355648067558,0,0.0016686533124916968,68.60243764217398,76.67050188760805,0.6296676068504983,14,3.193683665346514,1,Medium
SYN0292,Latvia_Uni_A,PRG_183,India,Latvia,2022,Engineering,Master,Full-time,Male,25,Single,3,0.3683408175975772,0.9,Mentoring,0,0,1,15,Full,5.497637369556349,5.389141647523079,6.371689627604198,5.654409220878724,30,18,30,18,2,2,0.6675127233804229,0.7997451114380469,0.11217717456198457,0,-0.003176900402897896,69.76742397207634,70.2128149831337,0.43118728728413597,7,5.949540755404792,1,Medium
SYN0293,Latvia_Uni_C,PRG_460,Pakistan,Latvia,2019,Medicine,Bachelor,Full-time,Male,30,Married,3,0.4120824742979987,0.6,None,0,0,0,0,Full,6.577934888178945,3.8608025175521776,3.9622443814585977,4.588411059917765,30,18,30,18,2,2,0.4193297428468719,0.4985239320683508,0.12628717382157983,1,-0.0019955485679733214,68.30499138084579,56.48365442792274,0.36370449059582993,12,4.281295315779789,1,Medium
SYN0294,Latvia_Uni_A,PRG_788,China,Latvia,2020,Business,PhD,Full-time,Female,18,Single,4,0.4398704159947124,0.6,None,0,1,0,0,None,2.092765039736922,3.1937455499219993,3.6850641266889914,2.999274570769896,30,18,30,18,2,2,0.7131664732384362,0.5422256016364404,0.10563442405319252,0,-0.0001020375780060281,54.567683487321816,42.35359407157642,0.33327647961343176,8,3.2779400115591244,0,Medium
SYN0295,Latvia_Uni_A,PRG_247,Nigeria,Latvia,2022,Computer Science,Bachelor,Full-time,Male,23,Single,3,0.08236432153963849,0.6,Mentoring,0,0,1,15,None,6.201397765846587,4.335967644198656,6.1182773873084155,4.78071120510418,30,18,30,18,2,2,0.6357268819598406,0.705266109321292,0.10551451305854695,0,0.0010108454389005015,55.24252663388379,63.760711861674075,0.42389168543233446,9,5.5474410590108985,1,Medium
SYN0296,Latvia_Uni_B,PRG_729,India,Latvia,2021,Computer Science,Bachelor,Full-time,Male,28,Married,3,0.4389312785195823,0.6,StudySkills,0,0,0,0,Partial,4.299376968500998,3.313338999361567,5.067869923891991,5.134666324725361,30,18,30,18,2,2,0.6509750719325539,0.5483759678240258,0.12274826636720751,1,-0.0010883561105912533,39.943039670144096,65.17056023094489,0.4411315030854562,11,4.380146456304027,0,Medium
SYN0297,Latvia_Uni_B,PRG_441,India,Latvia,2022,Medicine,Master,Full-time,Male,23,Single,2,0.2887337934774342,0.6,None,0,1,0,0,None,5.169999668274972,1.9008344045376395,2.6182933433146958,2.601380253138991,30,18,30,18,2,2,0.5860862158958362,0.48607697162740104,0.11116527836245854,1,-0.0018087053851676518,42.56815201900309,51.49630513717169,0.5029469411359317,7,2.5764558272088474,1,Medium
